userid,group,retention_1
4366037,B,False
4366054,A,True
4366081,A,True
4366205,B,False
4366301,B,False
4366332,A,False
4366396,B,True
4366441,B,True
4366496,A,False
4366570,B,True
4366578,B,True
4366589,B,False
4366596,B,True
4366647,A,False
4366683,B,True
4366742,B,False
4367074,B,False
4367097,B,True
4367157,B,True
4367214,B,False
4367373,B,False
4367383,B,False
4367423,B,True
4367424,A,True
4367442,B,True
4367492,B,True
4367520,A,True
4367596,B,False
4367679,A,False
4367972,B,False
4368029,B,False
4368172,A,False
4368442,B,True
4368588,B,False
4368709,B,False
4368721,A,True
4368815,A,True
4369082,B,True
4369311,A,True
4369378,A,True
4369434,B,True
4369458,B,True
4369734,A,False
4369843,B,True
4369982,B,True
4370229,B,True
4370267,B,False
4370357,B,False
4370509,B,True
4370880,B,True
4371074,B,True
4371110,B,True
4371221,B,False
4371334,B,True
4371364,B,False
4371439,A,False
4371508,A,True
4371596,B,False
4371649,B,False
4371745,B,False
4371753,A,False
4371784,A,False
4371811,A,False
4371832,A,True
4371938,B,False
4372034,B,True
4372037,B,False
4372194,B,True
4372267,A,False
4372322,A,True
4372333,A,False
4372454,A,False
4372527,A,True
4372597,B,True
4372624,B,True
4372864,A,False
4372873,A,False
4373029,A,False
4373200,A,True
4373255,A,False
4373383,A,True
4373601,A,True
4373698,B,False
4373807,A,False
4373812,B,True
4373896,A,True
4373942,A,True
4374042,B,False
4374075,A,True
4374185,A,True
4374307,B,True
4374397,A,False
4374440,B,False
4374488,B,False
4374842,B,False
4374871,B,False
4374993,B,False
4375131,A,False
4375138,B,False
4375323,B,False
4375470,B,True
4375546,B,True
4375598,A,False
4375906,B,False
4375919,A,False
4376196,A,False
4376275,A,False
4376321,A,False
4376376,B,True
4376754,B,False
4376851,B,True
4376896,A,False
4376950,A,False
4377121,B,False
4377206,B,False
4377607,B,False
4377658,B,True
4377807,B,False
4377958,B,False
4377970,A,False
4378277,B,False
4378306,A,False
4378430,A,False
4378520,A,True
4378884,A,True
4378915,A,True
4378962,B,False
4379060,A,True
4379129,B,False
4379181,A,False
4379275,B,False
4379477,B,False
4379737,A,True
4379778,A,False
4379877,A,True
4379949,B,True
4380044,A,True
4380138,A,False
4380252,A,True
4380292,B,False
4380332,A,False
4380389,A,True
4380439,B,False
4380568,B,True
4380619,A,False
4380658,A,False
4380764,A,True
4380917,A,False
4380965,B,True
4381389,A,True
4381458,B,False
4381520,B,False
4381639,B,False
4381805,B,False
4381854,B,False
4381916,A,True
4381947,A,False
4382050,A,True
4382120,B,False
4382190,B,False
4382334,B,False
4382407,A,False
4382642,A,False
4382723,B,True
4382976,A,False
4383120,A,False
4383150,B,True
4383162,A,True
4383242,B,False
4383388,A,True
4383443,A,True
4383518,A,False
4383537,B,False
4383618,A,False
4383636,B,True
4383919,B,False
4383978,B,False
4384030,A,True
4384105,B,True
4384163,B,False
4384567,A,False
4384605,A,False
4384754,B,True
4384827,B,False
4384854,A,True
4385096,B,True
4385196,A,True
4385217,A,False
4385343,B,False
4385490,B,False
4385585,B,False
4385662,A,False
4385719,B,False
4385738,A,True
4385905,A,False
4385921,B,False
4385974,A,False
4386057,A,False
4386130,A,True
4386203,A,True
4386206,B,True
4386322,A,True
4386335,B,True
4386341,A,False
4386372,A,True
4386378,B,False
4386660,A,False
4386711,B,False
4386882,B,False
4387185,A,True
4387245,B,False
4387341,A,False
4387426,A,False
4387532,A,False
4387579,B,True
4387631,A,False
4387785,A,True
4387822,B,False
4387974,A,False
4388126,B,True
4388306,A,True
4388322,A,False
4388494,B,False
4388501,A,True
4388574,B,False
4388613,B,True
4389086,A,False
4389302,B,False
4389391,B,True
4389395,A,False
4389407,A,False
4389501,A,False
4389626,B,False
4389759,A,True
4389921,A,True
4389966,A,True
4389967,A,False
4390011,B,False
4390164,B,False
4390297,B,False
4390352,A,False
4390366,B,True
4390448,B,True
4390550,B,False
4390598,A,False
4390679,B,True
4390794,A,True
4390903,A,True
4391023,B,False
4391077,A,True
4391098,B,True
4391148,A,True
4391191,B,True
4391741,B,False
4392061,A,True
4392163,B,False
4392308,A,True
4392352,B,False
4392441,B,False
4392602,B,True
4392706,B,True
4392754,A,False
4392793,B,False
4392816,B,True
4392833,B,True
4392887,A,False
4393143,A,True
4393238,B,False
4393553,B,True
4393885,B,False
4393909,B,True
4393967,B,False
4394016,B,False
4394019,B,False
4394232,A,True
4394273,B,True
4394417,B,False
4394484,B,True
4394525,B,False
4394652,A,False
4394880,A,True
4394930,B,True
4395190,B,True
4395618,A,False
4395625,B,False
4395635,B,False
4395730,B,True
4395841,B,True
4395906,B,True
4395913,A,True
4396079,A,False
4396170,B,True
4396226,B,True
4396272,B,False
4396279,B,False
4396326,A,False
4396439,B,True
4396479,B,True
4396517,B,False
4396559,A,True
4397053,A,False
4397202,B,True
4397335,A,False
4397470,B,True
4397530,A,True
4397535,A,True
4397626,B,False
4397891,B,False
4397898,B,True
4397929,A,True
4398213,B,True
4398788,B,False
4398802,A,False
4398885,B,True
4398939,B,False
4399014,A,False
4399107,A,False
4399122,A,True
4399421,B,False
4399617,B,False
4399880,B,True
4399945,B,True
4399969,A,False
4400071,B,True
4400159,B,False
4400181,B,True
4400326,A,True
4400534,B,True
4400546,A,False
4400617,B,False
4400729,A,False
4400747,B,False
4400867,A,False
4400900,A,True
4401177,B,False
4401287,A,True
4401316,A,True
4401324,B,False
4401531,B,False
4401645,B,True
4401729,A,False
4401958,B,True
4402010,B,False
4402297,A,True
4402321,B,False
4402537,A,False
4402732,B,True
4402759,B,False
4402766,B,True
4402813,A,False
4403029,A,True
4403035,A,False
4403272,A,False
4403300,B,False
4403328,A,False
4403473,B,False
4403565,B,False
4403855,A,True
4403907,A,True
4404087,A,False
4404492,A,False
4404505,B,False
4404588,B,True
4404732,A,True
4404811,A,True
4404853,B,True
4405019,B,False
4405318,A,True
4405562,A,False
4405732,A,True
4405741,B,False
4405838,A,True
4405874,B,True
4405887,B,False
4405918,A,True
4406068,B,True
4406077,A,False
4406157,A,True
4406191,B,True
4406195,A,True
4406436,A,False
4406537,B,True
4406647,A,False
4406693,B,False
4406743,B,True
4406761,A,True
4406846,A,False
4407108,B,True
4407141,A,False
4407158,B,False
4407212,B,True
4407304,B,False
4407383,B,False
4407647,A,False
4407651,A,False
4407681,A,False
4407872,B,True
4407910,B,False
4408042,A,True
4408066,A,False
4408230,B,False
4408232,A,True
4408327,A,False
4408343,B,True
4408836,A,False
4408908,A,False
4408956,A,True
4409231,A,False
4409390,B,True
4409615,A,False
4409680,A,True
4409710,A,False
4409757,A,False
4409800,B,False
4409877,A,False
4410045,B,False
4410051,A,True
4410198,B,True
4410311,B,True
4410515,B,True
4410636,B,True
4410704,B,False
4410772,B,False
4410981,B,True
4411085,A,False
4411133,B,True
4411514,B,True
4411551,B,False
4411602,B,True
4411676,B,True
4411677,A,True
4411716,B,False
4411803,A,False
4412000,B,False
4412142,B,False
4412192,A,False
4412446,B,False
4412519,B,True
4412562,B,False
4412772,B,False
4412816,B,False
4412901,A,False
4412991,A,True
4413029,B,True
4413032,A,False
4413265,A,True
4413460,A,False
4413483,A,True
4413516,A,False
4413517,A,False
4413529,A,False
4413558,B,False
4413659,B,False
4413719,A,False
4413832,B,True
4414001,A,True
4414021,A,False
4414068,B,True
4414118,B,False
4414227,B,True
4414369,A,True
4414428,A,True
4414513,B,True
4414557,B,False
4414603,B,False
4414604,A,False
4414668,A,False
4414676,A,False
4414877,A,True
4414904,A,True
4414910,B,False
4415047,A,False
4415064,B,False
4415176,A,True
4415203,A,False
4415403,A,False
4415435,B,False
4415630,B,True
4415634,B,True
4415740,A,True
4415759,B,True
4416079,A,False
4416235,B,False
4416249,A,False
4416296,A,False
4416607,B,False
4417007,B,False
4417124,A,False
4417144,B,False
4417223,B,False
4417520,B,False
4417653,A,False
4417662,A,True
4417676,A,True
4417801,A,True
4417927,A,True
4418138,B,True
4418144,B,True
4418384,A,True
4418568,A,False
4418614,B,False
4418631,B,False
4418734,B,False
4418878,B,True
4418970,A,False
4419034,B,False
4419163,A,True
4419425,A,True
4419432,B,False
4419439,B,False
4419586,A,False
4419622,B,True
4419630,A,False
4419697,B,False
4419805,A,False
4419925,A,True
4420064,A,False
4420076,A,False
4420111,A,False
4420216,B,False
4420268,B,False
4420563,A,False
4420666,B,False
4420682,A,True
4420701,A,False
4420781,B,True
4420862,B,False
4420874,B,False
4420889,B,True
4420969,A,True
4421476,A,True
4421691,B,True
4421968,B,False
4422023,B,True
4422253,A,False
4422257,B,False
4422293,B,False
4422313,B,False
4422354,B,False
4422438,B,False
4422457,A,False
4422713,B,True
4422724,B,True
4422743,A,False
4422761,A,False
4422851,A,False
4422853,A,False
4422998,B,False
4423258,B,False
4423374,B,False
4423558,A,False
4423688,A,True
4423849,A,True
4423864,B,True
4424017,B,False
4424299,B,False
4424319,A,False
4424572,B,True
4424879,A,False
4424885,B,False
4424933,A,False
4424977,A,True
4425155,A,True
4425266,B,False
4425437,B,False
4425441,A,True
4425591,A,True
4425938,B,True
4425950,A,False
4426334,B,True
4426887,A,True
4427003,A,True
4427134,A,True
4427194,A,False
4427350,A,False
4427427,A,False
4427455,B,True
4427509,B,False
4427652,B,False
4427863,A,False
4427877,B,False
4427890,B,True
4427916,A,True
4427965,B,True
4427988,B,False
4428208,B,True
4428249,A,True
4428476,A,True
4428553,A,False
4428632,A,True
4428655,B,False
4428911,A,False
4428952,A,True
4429002,B,False
4429028,B,False
4429031,A,False
4429413,B,False
4429430,B,True
4429515,B,False
4429696,B,False
4429819,B,False
4429961,B,False
4430153,B,True
4430165,A,False
4430169,A,False
4430181,B,False
4430408,B,False
4430421,B,True
4430449,B,False
4430457,B,False
4430513,B,False
4430519,B,False
4430572,A,True
4430690,B,True
4430693,A,True
4430761,A,True
4430850,B,False
4430935,A,True
4431016,B,False
4431142,A,True
4431148,A,True
4431183,A,False
4431378,A,True
4431391,A,True
4431394,B,True
4431574,B,True
4431608,B,True
4431803,A,True
4431809,A,False
4431851,B,False
4431868,B,False
4431876,A,False
4431880,B,False
4431991,A,False
4432079,B,False
4432128,B,True
4432160,A,True
4432272,A,False
4432433,B,True
4432473,B,True
4432638,A,False
4432645,A,True
4432759,A,True
4432797,A,False
4432960,A,False
4433154,A,False
4433264,B,False
4433283,B,False
4433312,A,True
4433455,A,False
4433560,B,False
4433851,B,True
4433985,B,True
4434137,B,False
4434182,A,False
4434601,A,True
4434708,A,False
4435074,B,True
4435128,B,True
4435131,B,True
4435385,B,False
4435620,A,False
4435675,A,False
4435676,B,True
4435725,B,True
4435744,A,False
4435904,B,True
4435981,B,False
4436039,B,False
4436167,B,True
4436266,A,True
4436437,B,True
4436455,B,True
4436648,B,True
4436817,B,False
4436862,A,True
4436869,A,True
4436950,A,True
4436983,A,False
4437109,A,False
4437122,A,True
4437166,A,True
4437252,A,True
4437275,A,True
4437297,A,False
4437332,A,True
4437536,A,True
4437622,A,False
4437624,A,True
4437643,A,False
4437926,A,False
4438107,A,True
4438111,B,True
4438119,B,True
4438212,A,False
4438336,A,False
4438602,A,True
4438679,A,True
4438796,B,True
4438906,B,False
4438951,B,False
4438971,B,True
4439021,B,False
4439425,A,False
4439426,B,False
4439428,B,False
4439469,B,False
4439555,B,False
4439583,A,True
4439786,A,False
4440000,A,False
4440035,B,True
4440206,B,True
4440255,A,False
4440262,A,False
4440314,A,False
4440418,B,True
4440452,B,False
4440646,A,True
4440674,A,True
4440771,A,True
4440875,A,True
4440893,A,False
4440903,B,True
4440936,B,True
4440988,A,True
4441895,B,False
4442024,B,True
4442056,A,True
4442060,A,True
4442121,A,False
4442160,B,False
4442401,B,True
4442488,B,True
4442492,B,False
4442595,B,False
4443260,B,False
4443355,A,False
4443546,B,True
4443552,A,False
4443581,A,False
4443691,A,False
4443848,B,True
4443874,A,False
4443884,B,False
4443887,A,True
4443894,A,False
4443895,A,True
4444051,B,False
4444152,A,True
4444158,A,False
4444177,A,False
4444240,A,False
4444271,B,True
4444677,A,False
4444702,A,True
4444704,A,True
4444720,B,True
4444781,A,False
4444960,B,False
4445004,A,False
4445022,B,False
4445068,B,False
4445291,A,True
4445308,B,True
4445341,A,False
4445425,B,False
4445472,A,False
4445482,A,True
4445497,A,True
4445544,B,True
4445908,A,False
4446290,B,True
4446415,B,False
4446516,B,True
4446529,A,False
4446580,A,False
4446656,A,True
4446825,B,False
4446971,A,True
4447225,A,True
4447281,B,False
4447312,B,False
4447335,B,False
4447338,B,False
4447738,B,False
4447862,A,True
4447935,B,False
4447954,A,True
4447962,B,False
4448386,B,True
4448472,A,True
4448544,B,True
4448579,A,True
4448742,A,False
4448768,A,True
4448821,A,False
4448829,B,False
4449159,B,True
4449170,B,False
4449275,A,True
4449480,A,False
4449481,A,True
4449798,A,False
4449872,A,False
4449882,B,True
4449925,A,True
4449933,B,True
4450044,B,True
4450056,A,True
4450080,A,False
4450083,A,False
4450311,B,False
4450606,A,False
4450757,A,False
4450775,A,False
4450810,B,False
4451137,B,False
4451177,A,False
4451181,A,False
4451241,B,True
4451639,B,True
4451693,A,False
4451803,B,False
4451836,A,True
4451964,A,True
4451968,B,False
4451998,A,True
4452084,A,True
4452110,B,True
4452228,B,False
4452330,B,True
4452390,B,True
4452412,B,False
4452415,A,False
4452427,A,False
4452492,A,True
4452508,A,True
4452537,B,True
4452545,B,False
4452560,A,False
4452579,B,True
4452588,B,False
4452724,A,True
4452855,B,True
4453266,B,False
4453269,B,False
4453602,B,True
4453728,A,False
4454024,A,True
4454212,B,True
4454361,A,False
4454400,A,True
4454429,A,False
4454483,A,False
4454547,A,False
4454612,A,True
4454742,B,False
4454794,B,False
4454904,A,True
4454922,B,True
4455230,A,True
4455257,A,False
4455300,B,True
4455352,A,True
4455503,B,True
4455615,A,False
4455925,B,True
4455981,B,False
4456047,B,False
4456074,A,True
4456102,B,True
4456175,A,False
4456209,B,True
4456261,A,False
4456296,B,False
4456455,A,False
4456544,B,False
4456765,A,True
4456840,A,False
4456901,A,True
4456973,A,True
4457055,A,False
4457074,A,False
4457229,B,False
4457539,B,False
4457655,A,False
4457818,A,True
4457846,A,False
4457867,A,False
4457940,A,True
4458020,B,False
4458259,A,True
4458327,B,True
4458398,A,True
4458474,B,True
4458488,B,False
4458547,A,False
4458553,A,False
4458882,B,False
4459055,A,False
4459068,A,False
4459256,B,True
4459321,A,False
4459385,A,False
4459418,A,True
4459656,A,False
4459695,A,True
4459866,B,True
4459885,A,False
4460261,B,True
4460420,A,False
4460485,A,False
4460673,A,False
4460693,B,True
4460717,A,True
4460727,B,False
4460811,B,False
4460832,A,True
4460887,A,True
4460954,B,False
4460962,A,True
4461029,A,True
4461030,B,False
4461039,A,False
4461195,A,False
4461452,B,False
4461483,B,True
4461594,B,True
4461665,A,False
4461679,B,False
4461696,A,False
4461815,B,True
4462033,A,False
4462238,A,True
4462420,B,False
4462689,A,True
4462741,A,False
4462944,A,True
4463140,A,True
4463213,A,False
4463383,A,False
4463554,B,False
4463758,A,False
4463780,A,False
4463841,B,True
4464090,B,False
4464132,A,False
4464169,B,True
4464174,A,True
4464214,A,True
4464249,B,False
4464275,A,True
4464337,A,True
4464341,A,True
4464569,A,False
4464661,B,False
4464700,B,False
4464960,A,False
4465022,B,True
4465495,A,False
4465572,B,False
4465698,A,False
4465794,A,False
4465798,B,False
4465850,A,False
4465944,A,False
4466013,A,True
4466060,A,True
4466400,B,True
4466985,A,False
4467115,A,False
4467161,B,False
4467165,A,False
4467290,A,True
4467420,B,True
4467453,B,True
4467486,A,True
4467535,A,False
4467638,B,False
4467663,B,False
4467817,B,True
4468253,A,True
4468353,A,False
4468568,B,True
4468612,B,True
4468912,A,False
4468955,A,True
4469006,A,True
4469138,A,False
4469179,B,True
4469464,B,True
4469593,B,True
4469856,B,True
4470070,B,True
4470475,B,False
4470709,A,False
4470822,A,False
4470840,B,True
4470875,B,False
4471086,B,True
4471159,B,True
4471465,B,False
4471486,A,False
4471506,A,True
4471521,B,False
4471545,B,False
4471684,A,False
4471841,B,False
4471875,A,True
4471934,B,False
4472088,A,False
4472105,B,True
4472131,B,True
4472265,A,True
4472273,B,False
4472319,B,False
4472383,A,True
4472656,A,True
4472675,A,True
4472694,B,True
4472982,A,True
4472989,A,True
4473036,A,True
4473068,A,False
4473083,A,False
4473236,B,False
4473250,A,False
4473286,A,True
4473337,A,False
4473387,B,False
4473417,B,False
4473443,B,False
4473605,B,False
4473632,B,False
4473764,B,True
4473879,B,False
4473927,B,True
4473966,B,True
4474105,B,False
4474176,B,True
4474220,A,False
4474395,B,False
4474560,B,True
4474571,A,True
4474584,B,True
4474624,A,False
4474694,B,False
4474765,B,True
4474803,A,False
4474833,A,False
4475039,A,True
4475072,B,True
4475080,A,False
4475132,B,False
4475325,A,True
4475379,B,True
4475427,A,True
4475457,B,False
4475787,B,False
4475840,A,False
4475868,B,True
4476009,A,False
4476025,B,True
4476097,A,False
4476508,B,True
4476622,A,False
4476659,A,False
4476806,B,False
4476834,A,True
4476955,A,False
4476968,B,True
4477030,B,False
4477436,B,True
4477754,B,True
4477924,B,False
4477976,A,True
4478142,B,True
4478165,A,False
4478238,B,False
4478378,A,False
4479116,A,True
4479154,A,True
4479403,A,True
4479420,A,False
4479695,B,True
4479874,B,True
4480001,B,False
4480141,A,True
4480159,A,False
4480235,A,False
4480866,A,True
4481219,B,True
4481399,B,False
4481444,B,True
4481585,A,False
4481781,B,False
4481919,A,False
4482015,A,True
4482082,A,True
4482360,B,False
4482383,A,False
4482458,B,True
4482570,B,False
4482706,A,True
4482786,A,False
4482792,B,True
4483012,A,False
4483044,B,True
4483085,B,False
4483225,B,False
4483267,A,False
4483306,A,False
4483450,B,False
4483490,A,False
4483547,B,True
4483635,A,False
4483675,B,False
4483726,A,False
4483727,A,False
4483821,B,False
4483940,A,False
4483941,A,True
4483990,B,True
4484064,A,False
4484263,A,True
4484337,B,True
4484446,A,False
4484474,A,True
4484668,B,False
4484780,B,True
4484909,B,False
4484942,B,False
4485077,A,False
4485156,A,True
4485260,A,False
4485349,B,False
4485684,B,False
4485914,A,True
4486001,A,True
4486045,B,True
4486124,B,False
4486137,A,False
4486138,A,True
4486217,A,True
4486219,A,True
4486380,A,False
4486423,B,False
4486455,B,False
4486485,B,False
4486568,B,False
4486585,A,False
4486756,B,True
4486796,A,True
4487253,B,True
4487293,B,False
4487386,B,True
4487456,A,True
4487602,B,False
4487623,A,False
4487734,B,True
4487769,B,False
4488041,A,True
4488161,B,True
4488324,B,False
4488351,B,True
4488454,A,False
4488562,B,True
4488671,B,False
4488754,B,False
4488852,A,True
4488998,B,True
4489014,A,False
4489112,B,True
4489175,A,False
4489178,B,True
4489209,B,False
4489256,A,False
4489619,A,True
4489736,A,True
4489785,A,False
4489903,B,True
4490108,A,False
4490260,B,False
4490273,B,True
4490857,B,False
4490950,A,True
4491007,A,False
4491035,B,False
4491094,B,False
4491130,B,True
4491139,A,False
4491187,A,False
4491666,B,True
4491690,A,True
4491691,B,False
4492029,B,False
4492145,B,True
4492150,A,True
4492159,A,True
4492387,B,True
4492454,A,False
4492920,A,False
4493034,A,True
4493535,A,True
4493628,B,False
4493657,B,True
4493662,B,False
4493678,B,False
4494007,B,True
4494262,A,False
4494556,A,True
4494662,B,False
4494683,B,False
4494692,B,False
4494705,A,True
4494757,A,False
4494854,B,True
4495065,A,True
4495200,B,False
4495256,A,False
4495326,B,True
4495736,B,True
4496010,B,False
4496177,A,True
4496330,B,False
4496380,A,True
4496413,A,True
4496533,A,True
4496563,B,True
4496578,B,False
4496597,B,True
4496662,A,True
4496692,B,False
4496766,A,False
4496788,B,False
4496866,B,False
4496891,B,False
4496922,B,False
4497047,A,False
4497102,B,True
4497129,B,False
4497222,B,True
4497354,B,True
4497357,B,False
4497498,B,False
4497508,B,True
4497520,B,True
4497608,B,False
4497644,B,True
4497711,B,False
4497887,A,True
4497970,A,True
4498022,A,False
4498051,B,True
4498137,B,True
4498325,B,False
4498436,B,False
4498508,B,False
4498520,A,False
4498522,B,False
4498545,B,False
4498565,A,False
4498627,A,True
4498713,B,True
4498748,A,True
4498839,B,False
4498877,A,True
4499009,B,True
4499248,B,True
4499273,A,False
4499409,A,False
4499445,A,False
4499488,B,True
4499566,B,True
4499777,B,False
4499817,A,False
4499834,B,True
4499864,A,False
4500028,B,True
4500271,A,True
4500422,B,True
4501271,B,False
4501329,A,True
4501346,A,True
4501544,A,False
4501601,B,True
4501608,B,True
4502267,A,True
4502453,B,False
4502513,B,True
4502738,B,True
4502978,A,False
4503001,A,False
4503037,A,True
4503094,A,True
4503236,A,False
4503275,B,True
4503421,B,False
4503597,B,True
4503722,B,False
4503913,B,False
4504099,A,False
4504138,B,True
4504340,A,False
4504462,B,False
4504474,B,False
4504512,A,False
4504571,A,True
4504635,A,True
4504779,A,True
4505133,A,False
4505136,A,True
4505342,A,True
4505495,B,True
4505502,B,True
4505556,A,True
4505591,B,True
4505608,B,False
4505640,A,True
4505658,A,True
4505846,B,False
4505897,A,True
4505941,A,False
4506188,B,True
4506333,B,False
4506469,B,True
4506646,A,True
4506907,B,True
4507015,B,True
4507135,B,True
4507353,B,True
4507366,B,True
4507378,A,True
4507447,B,True
4507609,B,True
4507612,B,False
4507977,A,True
4507983,B,True
4508045,B,False
4508082,A,False
4508162,A,False
4508305,A,False
4508458,B,False
4508477,B,False
4508626,A,False
4508710,B,False
4508788,B,True
4509051,A,False
4509105,A,False
4509243,B,True
4509274,B,True
4509403,B,False
4509535,B,False
4509613,A,True
4509657,B,True
4509665,A,True
4509711,A,True
4509755,A,True
4509869,B,True
4509909,B,False
4509970,B,True
4509979,B,False
4510071,B,True
4510445,A,False
4510498,B,False
4510729,A,True
4510769,B,False
4511038,A,False
4511055,A,True
4511081,B,False
4511120,A,False
4511276,B,False
4511597,B,True
4511659,A,False
4511667,A,True
4511735,B,True
4511829,B,False
4511843,A,False
4511853,B,False
4511873,B,False
4511938,B,True
4511947,A,True
4512223,B,True
4512288,B,True
4512347,B,True
4512407,B,True
4512766,A,True
4513056,B,False
4513263,A,True
4513369,B,True
4513391,B,False
4513767,B,True
4513929,B,False
4513957,B,True
4514055,A,False
4514164,B,True
4514217,A,False
4514233,A,True
4514275,A,True
4514346,A,True
4514531,B,True
4514532,A,True
4514671,A,False
4514688,B,True
4514822,B,False
4514877,B,True
4514894,A,False
4514910,B,True
4514917,A,True
4515171,B,True
4515411,B,False
4515429,B,True
4515501,B,False
4515705,B,False
4516266,A,True
4516330,B,True
4516443,B,False
4516538,A,False
4516574,A,False
4516664,B,True
4516939,B,True
4517060,B,False
4517164,A,False
4517347,A,False
4517375,B,False
4517458,B,True
4517490,B,False
4517652,A,False
4518019,B,False
4518049,A,False
4518189,B,False
4518194,B,False
4518208,B,True
4518264,B,True
4518309,A,True
4518343,A,True
4518525,A,True
4518548,B,True
4518550,B,False
4518631,B,False
4518676,A,False
4518779,B,False
4518791,A,True
4519047,B,False
4519065,B,True
4519273,A,True
4519275,A,False
4519457,A,True
4519501,B,True
4519681,B,False
4519685,A,False
4519686,B,False
4519846,B,False
4519962,A,True
4520054,A,True
4520130,B,False
4520146,A,True
4520172,B,True
4520750,B,True
4520872,B,False
4521163,B,False
4521182,A,False
4521315,A,True
4521658,A,False
4521898,B,False
4522203,B,True
4522297,A,False
4522305,B,True
4522411,B,False
4522562,B,True
4522600,A,False
4522646,A,False
4522696,B,False
4522726,B,True
4522838,B,True
4522871,B,False
4522898,B,True
4523003,B,False
4523176,B,True
4523206,B,False
4523217,A,False
4523293,A,True
4523310,B,False
4523325,B,False
4523498,A,False
4523621,B,True
4523636,B,False
4523676,B,True
4523733,B,False
4523753,B,False
4524114,B,False
4524166,B,False
4524201,B,True
4524241,A,True
4524302,B,False
4524311,B,True
4524424,A,False
4524495,B,False
4524505,A,True
4524652,B,True
4524769,B,False
4524959,A,True
4524974,A,True
4524979,B,False
4525057,B,True
4525463,B,True
4525485,B,True
4525505,B,False
4525624,B,True
4525709,B,True
4525718,B,True
4525758,A,True
4526112,B,True
4526127,B,True
4526138,A,False
4526179,B,True
4526282,A,False
4526400,B,True
4526402,A,True
4526698,B,True
4526751,A,True
4526805,B,False
4526813,B,True
4526876,A,False
4526934,B,False
4527055,B,False
4527092,A,False
4527366,B,False
4527454,B,False
4527725,A,True
4527786,A,True
4527969,A,True
4528021,A,False
4528118,B,False
4528271,B,False
4528356,A,True
4528503,A,False
4528747,B,True
4528821,B,True
4528870,A,True
4528873,B,True
4528966,A,True
4529076,B,False
4529078,A,False
4529084,B,False
4529095,B,True
4529148,B,True
4529308,A,True
4529447,B,True
4529576,A,True
4529607,B,False
4530285,B,False
4530442,B,True
4530556,B,False
4530906,B,False
4531005,A,True
4531454,A,True
4531763,A,False
4531905,B,False
4532282,A,False
4532325,A,False
4532409,B,True
4532560,A,False
4532566,B,True
4532969,A,False
4533121,A,False
4533143,A,False
4533349,B,True
4533461,A,False
4533783,A,False
4533797,A,False
4533928,B,True
4534010,A,False
4534199,B,True
4534351,A,True
4534393,A,False
4534445,A,True
4534453,A,False
4534607,B,True
4534623,A,False
4534800,B,False
4534866,A,True
4535080,B,False
4535110,B,False
4535173,A,True
4535244,A,True
4535354,B,True
4535423,A,True
4535747,A,False
4535760,A,True
4535767,B,False
4535807,A,False
4535864,B,False
4535892,A,True
4535898,B,True
4535957,B,True
4536202,A,True
4536272,A,False
4536404,A,True
4536489,A,True
4536671,A,False
4536900,A,True
4537412,A,True
4537436,B,True
4537541,A,True
4537560,A,False
4537597,A,False
4537663,B,False
4537964,A,False
4537971,B,True
4538023,B,False
4538036,B,True
4538082,A,True
4538328,B,True
4538605,B,False
4538612,A,True
4538713,A,False
4538753,A,False
4538890,A,False
4539003,A,True
4539163,B,True
4539523,B,True
4539614,B,True
4539646,B,False
4539654,A,False
4539692,B,False
4539742,B,True
4540198,B,False
4540317,B,False
4540540,B,True
4540603,B,True
4540756,B,False
4540789,B,False
4540889,A,False
4540910,B,True
4540918,B,False
4540948,A,True
4541083,A,False
4541161,B,False
4541183,A,False
4541353,B,False
4541474,A,False
4541539,B,True
4541680,A,False
4541687,B,False
4541710,A,True
4541830,B,True
4542043,B,True
4542369,B,False
4542404,A,True
4542497,B,True
4542567,A,True
4542746,A,False
4542796,B,False
4542821,B,False
4542844,B,False
4542913,A,True
4543027,B,True
4543270,A,False
4543363,A,True
4543368,A,True
4543593,B,True
4543665,A,True
4544016,A,True
4544060,A,False
4544181,A,True
4544243,A,True
4544282,B,True
4544927,A,False
4545212,A,False
4545233,A,True
4545416,A,False
4545420,A,False
4545445,B,True
4545576,A,False
4545629,A,True
4545657,A,False
4545688,A,True
4545803,B,False
4545835,B,False
4546063,B,True
4546094,B,True
4546454,A,False
4546491,B,False
4546523,B,False
4546532,B,False
4546575,B,True
4546774,B,True
4547061,B,False
4547220,B,False
4547235,A,False
4547238,B,True
4547270,A,False
4547418,B,False
4547431,A,True
4547469,A,True
4547567,A,False
4547752,A,False
4548058,A,False
4548108,B,True
4548177,B,False
4548254,A,False
4548321,A,False
4548474,A,False
4548576,B,True
4548678,A,False
4548763,A,False
4548850,A,True
4548888,A,False
4548987,A,False
4549011,B,True
4549037,A,False
4549130,B,False
4549218,A,False
4549246,B,True
4549407,B,True
4549431,B,False
4549466,A,True
4549643,A,True
4550117,A,True
4550137,B,False
4550411,B,False
4550433,B,True
4550513,B,False
4550700,B,True
4550902,A,True
4550932,A,True
4551095,B,False
4551262,A,False
4551550,B,True
4551712,A,True
4551721,A,True
4551736,B,False
4552007,A,True
4552065,A,False
4552381,A,True
4552395,B,True
4552601,A,True
4552778,B,False
4552936,B,True
4553247,B,False
4553664,A,False
4553681,A,False
4553791,B,False
4554040,A,True
4554086,A,True
4554113,B,False
